Reg_ICA,Titular,Estado,Producto,Activos,Cantidades,Indicaciones,Precauciones,Laboratorio_Productor,Pais_Origen,Importador,Empaques,Especies,Tiempo_Retiro,Tipo_Medicamento,Estado_Clean,Origen_Clasif
11505-CV,SUPLIDORA INTERNACIONAL ROYAL LIMITADA. ,VIGENTE,ACONDICIONADOR DE COCO,"Cada 100 mL de solución tópica contienen:

Aqua, cetrimonium chloride, cetyl alcohol, stearyl alcohol, cyclopentasiloxane (and) dimethicone, dicaprylyl carbonate, paraffinum liquidum, parfum (coco), DMDM hydantoin (and) methylchloroisothiazolinone (and) methylisothiazolinone.",,"Acondicionador para perros mayores a 4 meses diseñado con una fórmula que proporciona suavidad y brillo al pelaje de la mascota, contiene una fragancia fresca y agradable.","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Evite el contacto directo con ojos, nariz y boca, en caso de que esto ocurra, lave con abundante agua. De ser necesario consulte al Médico Veterinario. No ingerir. No usar en casos de hipersensibilidad a alguno de los ingredientes. No usar en perros con lesiones cutáneas abiertas o infecciones o problemas de piel grave. Conservar a temperatura inferior a 30°C protegido de la luz solar.",SERVICIO DE MAQUILA LARISA SML S.A.,Costa Rica.,SISEPUEDE SOLUCIONES S.A.S.,"Envase en PET con tapa flip top en PP por 30, 200, 250, 270, 280, 285, 290, 295, 300, 305, 310, 315, 320, 325, 330, 335, 340, 345, 350, 360, 390, 395, 400, 405, 410, 420, 450, 500, 600, 700 o 750 mL. 
Envase en PET con tapa flip top en PP por 1 L.
Envase en PET con tapa rosca en PP por 3,78 o 18,9 L.",Caninos.,No aplica.,Cosméticos,VIGENTE,EXTRANJERO (Importado)
11506-CV,SUPLIDORA INTERNACIONAL ROYAL LIMITADA,VIGENTE,ACONDICIONADOR AZUL DE MATA,"Cada 100 mL de solución tópica contienen:

Aqua, cetrimonium chloride, cetyl alcohol, stearyl alcohol, cyclopentasiloxane (and) dimethicone, dicaprylyl carbonate, paraffinum liquidum, indigofera tinctoria extract, parfum, CI: 42090, DMDM hydantoin (and)  methylchloroisothiazolinone (and)  methylisothiazolinone.",,"Acondicionador para perros mayores de 4 meses, diseñado con una fórmula enriquecida con extracto azul de mata, que proporciona brillo y suavidad al pelaje de tu mascota, contiene una fragancia fresca y agradable.","Uso veterinario.  Manténgase fuera del alcance de los niños y animales domésticos. Evite el contacto con ojos, nariz y boca, en caso de que esto ocurra, lave con abundante agua. De ser necesario, consulte al médico veterinario. No ingerir. No usar en casos de hipersensibilidad a alguno de los ingredientes. No usar en perros con lesiones cutáneas abiertas o infecciones o problemas de piel grave. Conservar a temperatura inferior a 30°C, protegido de la luz solar.",SERVICIO DE MAQUILA LARISA SML S.A.,Costa Rica.,SISEPUEDE SOLUCIONES S.A.S.,"Envase en PET con tapa flip top en PP por: 30, 200, 250, 270, 280, 290, 295, 300, 305, 310, 315, 320, 325, 330, 335, 340, 345, 350, 355, 360, 390, 395, 400, 405, 410, 420, 450, 500, 600, 700 o 750 mL.
Envase en PET con tapa flip top en PP por 1 L.
Envase en PEAD con tapa rosca en PP por 3,78 o 18,9 L.",Caninos.,No aplica ,Antihelmínticos,VIGENTE,EXTRANJERO (Importado)
11507-CV,SUPLIDORA INTERNACIONAL ROYAL LIMITADA,VIGENTE,SPRAY DESENREDANTE,"Cada 100 mL de crema  tópica contienen.

Aqua, cetrimonium chloride, cetearyl alcohol (and) ceteareth-20, aloe barbadensis extract, glycerin, dicaprylyl carbonate, cyclopentasiloxane (and) dimethicone, PEG-7 glyceryl cocoate, parfum, DMDM hydantoin, 5-bromo-5-nitro-1,3-dioxane (and) propylene glycol.",,"Spray desenredante para perros mayores de 4 meses, diseñado para facilitar el proceso de deshacer nudos y enredos en el pelaje de su mascota.","Uso veterinario.  Manténgase fuera del alcance de los niños y animales domésticos. Evite el contacto con ojos, nariz y boca, en caso de que esto ocurra, lave con abundante agua. De ser necesario, consulte al médico veterinario. No ingerir. No usar en casos de hipersensibilidad a alguno de los ingredientes. No usar en perros con lesiones cutáneas abiertas o infecciones o problemas de piel grave. Conservar a temperatura inferior a 30°C, protegido de la luz solar.",SERVICIO DE MAQUILA LARISA SML S.A.,Costa Rica.,SISEPUEDE SOLUCIONES S.A.S.,"Envase en PET con tapa rosca en PP por 120, 180, 220, 240, 260, 270, 300, 700 o 750 mL.
Envase en PET con tapa rosca en PP por 3,78 L.",Caninos.,No aplica,Productos con categoría toxicológica,VIGENTE,EXTRANJERO (Importado)
11508-CV,SUPLIDORA INTERNACIONAL ROYAL LIMITADA,VIGENTE,CHAMPÚ PARA GATOS,"Cada 100 mL de solución tópica contienen:

Aqua, sodium laureth sulfate (and) cocamide DEA (and) lauryl glucoside (and) disodium cocoamphodiacetate (and) cocamidopropyl betaine, cocamide DEA, cocamidopropyl betaine, PEG-7 glyceryl cocoate, mel extract, glycol distearate, laureth-2, parfum, Cl 77163, DMDM  hydantoin (and) methylchloroisothiazolinone (and) methylisothiazolinone, citric acid.",,"Champú para gatos  mayores de 4 meses, suave para gatos con extracto de miel, nutre, hidrata y deja su pelaje brillante.","Uso veterinario.  Manténgase fuera del alcance de los niños y animales domésticos. Evite el contacto con ojos, nariz y boca, en caso de que esto ocurra, lave con abundante agua. De ser necesario, consulte al médico veterinario. No ingerir. No usar en casos de hipersensibilidad a alguno de los ingredientes. No usar en perros con lesiones cutáneas abiertas o infecciones o problemas de piel grave. Conservar a temperatura inferior a 30°C, protegido de la luz solar.",SERVICIO DE MAQUILA LARISA SML S.A.,Costa Rica.,SISEPUEDE SOLUCIONES S.A.S.," Envase en PET con tapa flip top en PP por: 30, 200, 250, 270, 280, 285, 290, 295, 300, 305, 310, 315, 320, 325, 330, 335, 340, 345, 350, 360, 390, 395, 400, 405, 410, 420, 450, 500, 600, 700 o 750 mL.
Envase en PET con tapa flip top en PP por 1 L.
Envase en PEAD con tapa rosca en PP por 3,78 o 18,9 L.",Felinos.,No aplica,Antibióticos,VIGENTE,EXTRANJERO (Importado)
11509-CV,SUPLIDORA INTERNACIONAL ROYAL LIMITADA,VIGENTE,SPLASH VIOLETA Y ROSAS,"Cada 100 ml de solución tópica contienen:

Alcohol denat, aqua, parfum (violeta y rosas), propylene glycol, PEG-7 glyceryl cocoate, polysorbate- 20, PEG-40 hydrogenated castor oil, 5-bromo-5-nitro-1,3-dioxane (and) propylene glycol.",,"Splash para perros mayores de 4 meses, para proporcionar una fragancia agradable y refrescante a su pelaje.","Uso veterinario.  Manténgase fuera del alcance de los niños y animales domésticos. Evite el contacto con ojos, nariz y boca, en caso de que esto ocurra, lave con abundante agua. De ser necesario, consulte al médico veterinario. No ingerir. No usar en casos de hipersensibilidad a alguno de los ingredientes. No usar en perros con lesiones cutáneas abiertas o infecciones o problemas de piel grave. Conservar a temperatura inferior a 30°C, protegido de la luz solar.",SERVICIO DE MAQUILA LARISA SML S.A.,Costa Rica.,SISEPUEDE SOLUCIONES S.A.S.,"Envase en PET con tapa en PET por 30, 60, 70, 100, 120, 220, 230 o 360 mL.",Caninos.,No aplica ,Cosméticos,VIGENTE,EXTRANJERO (Importado)
11510-CV,SUPLIDORA INTERNACIONAL ROYAL LIMITADA,VIGENTE,SPLASH VAINILLA CANELA,"Cada 100 mL de solución tópica contienen:

Alcohol denat, aqua, parfum (vainilla canela), propylene glycol, PEG-7 glyceryl cocoate, polysorbate- 20, PPG-26-buteth-26 (and) PEG-40 hydrogenated castor oil (and) aqua, 5-bromo-5-Nitro-1,3-dioxane (and) propylene glycol, CI: 19040, CI: 15510",,"Splash para perros mayores de 4 meses, para proporcionar una fragancia agradable y refrescante a su pelaje.","Uso veterinario.  Manténgase fuera del alcance de los niños y animales domésticos. Evite el contacto con ojos, nariz y boca, en caso de que esto ocurra, lave con abundante agua. De ser necesario, consulte al médico veterinario. No ingerir. No usar en casos de hipersensibilidad a alguno de los ingredientes. No usar en perros con lesiones cutáneas abiertas o infecciones o problemas de piel grave. Conservar a temperatura inferior a 30°C, protegido de la luz solar.",SERVICIO DE MAQUILA LARISA SML S.A.,Costa Rica.,SISEPUEDE SOLUCIONES S.A.S.,"Envase en PET con tapa  en PET por 7, 30, 60, 70, 100, 120, 220, 230, 240, 250, 360, 370, 380, 450, 500 o 750 mL.
 Envase en PET con tapa  rosca en PP por  400, 1 L. 
Envase en PET con tapa rosca en PP por 1 galón.",Caininos.,No aplica,Cosméticos,VIGENTE,EXTRANJERO (Importado)
11511-CV,SUPLIDORA INTERNACIONAL ROYAL LIMITADA,VIGENTE,CHAMPÚ MADERO NEGRO,"Cada 100 mL de solución tópica contienen:

Aqua, sodium laureth sulfate (and) cocamide DEA (and) lauryl glucoside (and) disodium cocoamphodiacetate (and) cocamidopropyl betaine, cocamidopropyl betaine, cocamide DEA, Quassia amara wood extract, Lavandula angustifolia extract, Gliricidia sepium leaf extract, Aloe barbadensis extract, Cymbopogon nardus herb extract, PEG-7 glyceryl cocoate, laureth-2, parfum,
DMDM hydantoin, citric acid",,"Champú para perros mayores de 4 meses, diseñado con una fórmula que contiene extractos de plantas naturales que proporciona suavidad y brillo en el pelaje de tu mascota.","Uso veterinario.  Manténgase fuera del alcance de los niños y animales domésticos. Evite el contacto con ojos, nariz y boca, en caso de que esto ocurra, lave con abundante agua. De ser necesario, consulte al médico veterinario. No ingerir. No utilizar en gatos. No usar en casos de hipersensibilidad a alguno de los ingredientes. No usar en perros con lesiones cutáneas abiertas o infecciones o problemas de piel grave. Conservar a temperatura inferior a 30°C, protegido de la luz solar.",SERVICIO DE MAQUILA LARISA SML S.A.,Costa Rica.,SISEPUEDE SOLUCIONES S.A.S.,"Envase en PET con tapa flip top en PET por: 240, 270, 360 o 750 mL. 
Envase en PET con tapa flip top en PET por 1 o 1.5 L.
 Envase en Pet con tapa rosca en PP por 1 galón.",Caninos.,No aplica.,Analgésicos,VIGENTE,EXTRANJERO (Importado)
11514-MV,BIOGÉNESIS BAGÓ SAÚDE ANIMAL LTDA.,VIGENTE,FORBOX,"Cada 100 mL de solución pour on contienen:

Fluazuron","

2,5 g",En bovinos para el control de garrapata Rhipicephalus microplus.,"CATEGORÍA TOXICOLÓGICA III: Medianamente tóxico. Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. Los animales tratados no deben sacrificarse para consumo humano, hasta cuarenta y dos (42) días después de finalizado el tratamiento. No administrar en bovinos en producción de leche para el consumo humano. No sacrificar terneros para consumo humano que estén siendo amamantando por vacas tratadas. No tratar vacas preñadas durante las seis (6) semanas previas al parto. Almacenar a una temperatura inferior a 30°C, protegido de la luz solar directa. Una vez abierto, descartar luego de su uso.",IPANEMA INDÚSTRIA DE PRODUTOS VETERINÁRIOS LTDA.,Brasil.,BIOGÉNESIS BAGÓ COLOMBIA S.A.S.,"Frasco en PEAD con dosificador, con tapa rosca en PEAD blanca con guarnición de cartón y aluminio termo-sellante 1 L.
Frasco en PEAD con tapa rosca en PEBD blanca con guarnición de cartón y aluminio termo-sellante por 2,5 L.
Frasco en PEAD con tapa rosca en PEAD blanca con guarnición de cartón y aluminio termo-sellante por 5 L.",Bovinos.,"Carne: 42 días
No administrar en bovinos en producción de leche para el consumo humano.",Cosméticos,VIGENTE,EXTRANJERO (Importado)
11515-MV,SYNTHOMED INTERNATIONAL S.A.S.,VIGENTE,FOSPROMICINA ,"Cada 100 g de polvo oral contienen:

Fosfomicina cálcica (equivalente a fosfomicina base 35,56 g)","


50 g",En pollos de engorde y aves de reemplazo para el control y tratamiento de enfermedades causadas por Escherichia coli.,Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario.  Los animales tratados no deben sacrificarse para consumo humano hasta siete (7) días después de finalizado el tratamiento. No administrar en aves en periodo de postura. No administrar a las aves de reemplazo durante los siete (7) días previos al inicio de postura. Contraindicado en hipersensibilidad al principio activo o a alguno de los excipientes. Almacenar a temperatura inferior a 30°C.,SYNTHOMED INTERNATIONAL S.A.S.,Colombia.,No aplica.,"Sobre trilaminada PET/AL/PEBD con cierre térmico por 500 g.
Sobre trilaminada PET/AL/PEBD con cierre térmico por 1 kg.",Aves.,"Carne: 7 días
No administrar en aves en periodo de postura. ",Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
11516-CV,MARÍA CAMILA BRICEÑO LÓPEZ,VIGENTE,CANIFRESH JABÓN DE AVENA ,"Cada 100 g de jabón en barra contienen:

Propylene glycol (and) aqua (and) sodium stearate (and) sodium laureth sulfate (and) sorbitol (and) glycerin (and) sodium laurate (and) etidronic acid, aqua, avena sativa (Oat) kernel extract, aloe vera leaf extract, oryza sativa (Rice) extract, rosmarinus officinalis leaf extract, parfum (Avena sativa (Oat) kernel oil), calendula officinalis extract, phenoxyethanol (and) ethylhexylglycerin, prunus armeniaca (Apricot) seed powder.",,"En perros y gatos a partir de los 3 meses de edad, para la hidratación, suavidad y brillo del pelaje. ","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Evitar el contacto del producto con los ojos, heridas abiertas o piel irritada. Si observa algún signo de irritación, suspender el uso del producto. Si la molestia persiste consultar al Médico Veterinario. Almacenar a una temperatura inferior a 30°C, manténgase cerrado en su envase original y protegido de la luz solar.",SAMARA COSMETICS S.A.S.,Colombia.,No aplica.,"Caja plegadiza en cartulina multicapa con Interior en celulosa blanqueada que contiene una barra de jabón por 100 g.
",Caninos y Felinos.,No aplica.,Kit,VIGENTE,COLOMBIA (Fabricado Nacional)
11517-CV,BIOGANCE SARL,VIGENTE,BIOGANCE NO RINSE FOAMER DOG,"Cada 200 mL de emulsión contienen: 

Aqua, aloe barbadensis leaf juice, tropaeolum majus extract, ammonium lauryl sulfate, parfum, glycerin, dehydroacetic acid, lactic acid.",,Espuma limpiadora para el pelaje de los perros mayores de tres (3) meses.,"Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Evitar contacto con ojos, hocico y mucosas. Manténgase en un lugar protegido de la luz y a una temperatura inferior a 30 °C.",BIOGANCE SARL.,Francia.,HALLMARK HOUSE S.A.S.,Botella en HDPE blanca con bomba y tapa transparente en PP por 200 mL.,Caninos.,No aplica.,Cosméticos,VIGENTE,EXTRANJERO (Importado)
11518-MV,VALLECILLA B. Y VALLECILLA M. Y CIA S.C.A CARVAL DE COLOMBIA,VIGENTE,MELOXIPET,"Cada tableta (148 mg) contiene:

Meloxicam","

2 mg","En perros como analgésico y antiinflamatorio en trastornos músculo esqueléticos agudos y crónicos. Reducción del dolor y la inflamación pre y postquirúrgicos, luego de cirugía ortopédica y de tejidos blandos.","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. No utilizar en pacientes con antecedentes de hipersensibilidad a los componentes. No usar en animales en gestación o lactancia. No administrar en trastornos gastrointestinales. No administrar en perros menores de 6 semanas de edad. No administrar en animales deshidratados, hipovolémicos, hipotensos o como prequirúrgico para cirugías mayores debido al riesgo potencial de desarrollar toxicidad renal. Almacenar a una temperatura no mayor a 30 °C, manténgase cerrado en su empaque original y protegido de la luz solar.",COLOMPACK S.A.,Colombia.,No aplica.,Caja plegadiza que contiene blíster en aluminio-PVC/PVDC transparente por 10 tabletas.,Caninos.,No aplica. ,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
11521-CV,MARIA CAMILA BRICEÑO LOPEZ,VIGENTE,CANIFRESH LOCIÓN PARA MACHOS Y HEMBRAS,"Cada 125 mL de solución tópica contienen:

Aqua, Parfum (Fragancia Melón y Pera), PEG-40 Hydrogenated Castor Oil, Phenoxyethanol (and) Ethylhexylglycerin.", ,Loción para perros y gatos de todas las razas a partir de los tres (3) meses de edad. ,"Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. No aplicar directamente sobre los ojos, nariz, ni parte interna de las orejas de la mascota. No aplicar sobre cortaduras, heridas o piel irritada. Si observa algún signo de irritación, suspender el uso del producto y consultar al Médico Veterinario. Almacenar a temperatura inferior a 30°C, bien tapado, protegido de la luz directa del sol..",SAMARA COSMETICS S.A.S.,Colombia.,No aplica.,Envase cilíndrico en PET con bomba nebulizadora en PP por 125 mL.,Caninos y Felinos.,No aplica. ,Biológicos,VIGENTE,COLOMBIA (Fabricado Nacional)
11522-CV,KAINO LABORATORIOS S.A.S.,VIGENTE,CHAMPÚ GATOS PELUNOS,"Cada 100 mL de champú contienen:
 
Water, sodium laureth sulfate, glycerin, cocamidopropyl betaine, cocamide Dea, coco-glucoside (and) glyceryl oleate, lauryl glucoside, benzyl alcohol (and) ethylhexylglycerin, PEG-120 methyl glucose dioleate, fragrance (Melón victoria), allantoin, tetrasodium EDTA, aloe barbadensis leaf extract, avena sativa kernel extract. ",,"Champú con aloe vera y avena, especializado para gatos. Producto para limpiar, mejorar el brillo y la apariencia del manto a su vez que actúa como hidratante de la piel en gatos de todas las razas.","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. No es tóxico para el animal ni para las personas. Evite el contacto con los ojos y con la parte interior de la nariz y oídos, en cado de contacto con los ojos lavar con abundante agua. Para aplicación externa únicamente. No aplicar en piel lastimada o lesionada. En caso de presentar algún efecto adverso suspender su uso. Manténgase a una temperatura máxima de 30°C y alejado de la luz solar.",FARME LABORATORIO S.A.S.,Colombia.,No aplica.,Envase oval en PEAD con sobretapa flip-top snap oval beige perlado en PP por 260 mL. Envase cilíndrico bala en PEAD blanco con sobretapa flip- top snap oval blanca en PP por 1 L. Envase rectangular PEAD natural o blanco con tapón en PEBD y tapa en PP por 2 L. Envase cuadrado en PEAD natural o blanco con tapón en PEBD y tapa en PP por 1 Galón. ,Felinos.,No aplica.,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
11523-BV,"HANGZHOU EVEGEN BIOTECH CO., LTD.",VIGENTE,KIT DE PRUEBA RÁPIDA DE ANTÍGENO DEL VIRUS DEL DISTEMPER CANINO,"Cada kit de diagnóstico para Distemper canino contiene:

Microplaca recubierta por conjugado de Anticuerpos monoclonales contra el virus del moquillo canino [conjugado IgG de ratón, línea de prueba: Anticuerpos monoclonales contra el virus del moquillo canino y línea de control: anticuerpos policlonales anti-IgG de ratón (de cabra)]

Vial de tampón de ensayo Buffer

Hisopo

Gotero desechable","




10


 10 (1.000 μL cada uno)

10

10","Ensayo inmunocromatográfico de flujo lateral indicado para la detección cualitativa del antígeno del virus del Distemper canino (CDV Ag) en secreciones oculares, nasales, anales, así como en muestras de suero y plasma canino.","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. No utilice la prueba más allá de su fecha de vencimiento. No mezcle componentes de diferentes números de lote. La prueba está diseñada únicamente para uso en diagnóstico veterinario in vitro. Manténgase a una temperatura inferior a 30°C, protegido de la luz. No congelar.","HANGZHOU EVEGEN BIOTECH CO.,LTD.",China.,BITECSA COLOMBIA S.A.S.,Caja plegadiza que contiene 10 dispositivos en bolsa termosellada en PET/AL/CPP.,Caninos.,No aplica.,Cosméticos,VIGENTE,EXTRANJERO (Importado)
11524-CV,BIOGANCE SARL,VIGENTE,BIOGANCE ORIENT,"Cada mL de solución de uso externo contiene:

Aqua, parfum (especiado oriental), pogostemon cablin oil, benzyl benzoate, benzyl salicylate, limonene, geraniol, linalool, hexyl cinnamal, linalyl acetate, isoeugenol, citronellol, alpha-isomethyl ionone, hydroxycitronellal, hexamethylindanopyran, eugenia caryophyllus leaf oil, pinene, pelargonium graveolens flower oil, myroxylon pereirae oil/extract, cananga odorata oil/extract, terpineol, citrus limon peel oil, benzyl cinnamate, coumarin, geranyl acetate, beta-caryophyllene, citral, citrus aurantium peel oil, cinnamyl alcohol, benzyl alcohol, farnesol, lavandula oil/extract, vanillin, benzaldehyde, eugenyl acetate, eugenol, cinnamal, mentha viridis leaf oil, alpha-terpinene, carvone, evernia furfuracea extract, terpinolene, camphor.",,Perfume para perros y gatos mayores de 3 meses.,Uso veterinario. Mantener fuera del alcance de los niños y los animales domésticos. Evitar contacto con los ojos. Mantener fuera del alcance de los niños y animales domésticos. Manténgase en un lugar protegido de la luz y a una temperatura inferior a 30ºC. ,BIOGANCE SARL.,Francia.,HALLMARK HOUSE S.A.S.,Botella en PET ámbar con bomba y tapa negras en PP por 50 o 100 mL.,Caninos y Felinos.,No aplica.,Cosméticos,VIGENTE,EXTRANJERO (Importado)
11525-CV,MARÍA CAMILA BRICEÑO LÓPEZ,VIGENTE,CANIFRESH ESPUMA LIMPIADORA,"Cada 150 mL de solución de uso externo contienen: 

Aqua, cocamidopropyl betaine, disodium cocoamphodiacetate, glycerin, aloe barbadensis leaf extract, calendula officinalis flower extract, parfum (Dream), potassium sorbate (and) sodium benzoate (and) benzyl alcohol, panthenol, CI 42090.",,"En perros y gatos a partir de los 3 meses de edad para eliminar la suciedad no deseada, dejando sensación de suavidad e hidratación en el pelaje. ","Uso veterinario. Manténgase fuera del alcance de los niños y los animales domésticos. Evitar el contacto del producto con los ojos, heridas abiertas o piel irritada. Almacenar a una temperatura inferior a 30°C, manténgase cerrado en su envase original y protegido de la luz solar. ",SAMARA COSMETICS S.A.S.,Colombia.,No aplica.,Envase espumero en PET blanco con bomba espuma en PP/PEBD y sobretapa en PP por 150 mL. ,Caninos y Felinos.,No aplica.,Biológicos,VIGENTE,COLOMBIA (Fabricado Nacional)
11530-CV,VENZOTECH CO S.A.S.,VIGENTE,GEL DENTAL LIMPIEZA PROFUNDA RENOVAPET,"Cada 100 mL de gel contienen:

Triethanolamine, carbomer, sodium cloride, sodium benzoate, vitis vinifera extract, hypochlorous acid, aqua.",,"Gel para el cuidado oral. Previene y controla la formación de placa dental, sarro y el mal aliento en perros y gatos de todas las razas a partir de las ocho (8) semanas de edad.","Uso veterinario. Manténgase fuera del alcance de los niños y los animales domésticos. En caso de hipersensibilidad a los componentes detenga su uso. Almacenar cerrado en su envase original a una temperatura inferior a 30°C, evitar la exposición a la luz solar directa.",VENZOTECH CO S.A.S. / QOPPA PHARMA S.A.S.,Colombia.,No aplica.,"Caja plegadiza que contiene envase colapsible natural en PEAD+PEBD  con tapa rosca blanca en PEAD+PEBD por 15 g.
Caja plegadiza que contiene envase colapsible blanco en PEBD+PEAD con tapa blanca flip top y foil PEBD+PEAD por 30 o 60 g.
Caja plegadiza que contiene envase colapsible blanco en polietileno con tapa rosca y sobre tapa en PP por 50 o 80 g.
Caja plegadiza que contiene envase kit airless blanco en PP con actuador y sobretapa en PP por 50  o 100 g.
Caja plegadiza que contiene envase bala blanco en PEAD con tapa disc top o bomba dosificadora en PP por 60, 120, 250 o 500 g.
Caja plegadiza que contiene envase bala blanco en PEAD con sobretapa y aplicador en PP por 60, 120, 250  o 500 g.",Caninos y Felinos.,No aplica.,Antisépticos,VIGENTE,COLOMBIA (Fabricado Nacional)
11532-CV,SAINT GERMAIN S.A. DE C.V.,VIGENTE,SPLASH PARA PERROS Y GATOS AROMA TALCO,"Cada 100 mL de solución tópica contienen.

Aqua, alcohol denat, polysorbate 20, parfum (aroma talco), rinse blue 14.",,Splash aromatizante para el control de malos olores en perros y gatos de todas las razas y mayores a 6 meses de edad que refresca y desodoriza.,"Uso veterinario.  Mantener fuera del alcance de los niños y animales domésticos. Si se presenta irritación suspenda su uso y consulte con su médico veterinario. No apto para consumo humano ni animal. No debe entrar en contacto con la boca, ojos ni otras mucosidades del animal ya que puede generar molestias moderadas, en caso de que suceda enjuague con abundante agua y consulte a su médico veterinario. Lave sus manos después de su uso. En caso de contacto con los ojos lavar con abundante agua con los párpados bien abiertos por quince (15) minutos; consulte con su médico. En caso de ingestión, no provoque el vómito, beba abundante agua y consulte a su médico. Almacenar a temperatura inferior a 30°C y protegido de la luz.",SAINT GERMAIN S.A DE C.V.,EL Salvador.,SURAMÉRICA COMERCIAL S.A.S.,"Envase de polietileno de alta densidad HDPE con  Valvula spray, anillo de plata  en PP 240 mL.",Caninos y Felinos.,No aplica,Biológicos,VIGENTE,EXTRANJERO (Importado)
11535-MV,INTERVET INTERNATIONAL B.V.,VIGENTE,MOMETAMAX ULTRA,"Cada dosis de 0,8 mL de suspensión ótica contiene:

Gentamicina sulfato (equivalente a 6.880 UI de gentamicina)
Posaconazol
Furoato de mometasona (monohidrato)","


6,88 mg
2,08 mg
1,68 mg",En perros para el tratamiento de la otitis externa causada por la infección mixta de las cepas bacterianas sensibles a gentamicina (Staphylococcus pseudintermedius) y hongos sensibles a posaconazol (Malassezia pachydermatis).,"Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. No usar en casos de hipersensibilidad a las sustancias activas o a cualquiera de los excipientes, corticoides, otros agentes antifúngicos azólicos y a otros aminoglucósidos. No usar si el tímpano está perforado. No usar en animales preñados o reproductores. No usar de forma concomitante con sustancias conocidas por causar ototoxicidad. No usar en perros con demodicosis generalizada. No usar en perros de menos de 3 meses de edad o que pesen menos de 3 kg. La actividad antimicrobiana puede verse reducida por un pH bajo y la presencia de residuos purulentos y/o inflamatorios. Los oídos deben limpiarse antes de la administración del medicamento veterinario. No se ha demostrado la compatibilidad con limpiadores de oídos. No se ha evaluado la eficacia de este medicamento veterinario en perros con afecciones cutáneas atópicas o alérgicas. Antes de aplicar el medicamento veterinario, debe examinarse minuciosamente el conducto auditivo externo para asegurar que el tímpano no esté perforado, y así evitar el riesgo de transmisión de la infección al oído medio y para prevenir daños en los aparatos coclear y vestibular. Si se observa un empeoramiento de los signos clínicos, pérdida de audición o signos de disfunción vestibular durante el tratamiento o si el perro no muestra signos de mejoría al día 14, se deberá reevaluar la condición del perro inmediatamente. Antes del uso del medicamento, se recomienda realizar una citología del canal auditivo para identificar infecciones mixtas. Si se produce hipersensibilidad a cualquiera de los componentes, se debe suspender el tratamiento e instaurar la terapia adecuada. No utilizar en hembras gestantes y en lactancia. No utilizar en animales reproductores. instaurar la terapia adecuada. En caso de otitis parasitaria, se debe administrar un tratamiento acaricida adecuado. Se sabe que el uso prolongado e intensivo de preparaciones tópicas con corticosteroides desencadena efectos sistémicos, incluida la supresión de la función adrenal. Usar con precaución en perros en los que se sospeche o se haya confirmado la existencia de trastornos endocrinos (por ejemplo, diabetes mellitus, enfermedad hipotiroidea, etc.). La ototoxicidad puede estar asociada con el tratamiento con gentamicina. La experiencia demuestra que los perros geriátricos corren un mayor riesgo de discapacidad auditiva después de la administración tópica de medicamentos para los oídos. Almacenar a temperatura por debajo de los 30°C. Conserve el frasco en su envase, protegido de la luz. No refrigerar. No congelar. Una vez abierto por primera vez, utilizar dentro de 3 meses.",VET PHARMA FRIESOYTHE GmbH.,Alemania.,MSD SALUD ANIMAL S.A.S.,"Caja plegadiza que contiene un frasco blanco en PEAD con tapa rosca blanca en PEBD por 20 dosis, acompañado de 20 jeringas dosificadoras con cilindro y émbolo en polipropileno y un adaptador de presión para frasco en PEBD incoloro.",Caninos.,No aplica.,Cosméticos,VIGENTE,EXTRANJERO (Importado)
